title,content,tokens
Page 293,"264 CHAPTER 12 Crypto as in cryptocurrency? You need more assurance to decide when your transaction has been processed for real. Most wallets and exchange platforms wait for a number of confirmation blocks to be mined on top of your block. The more bl ocks on top of the one that includes your transaction, the less chance th at chain will be reorganized into another, due to a lon- ger existing fork. The number of confirmation is typically set to 6 blocks, which makes the confirma- tion time for your transaction around an ho ur. That being said, Bitcoin still does not provide 100% assurance that a fork past 6 blocks would never happen. If the mining difficulty is well adjusted, then it should be fine, and we have reason to believe that this is true for Bitcoin. Bitcoin’s PoW difficulty ha s increased gradually over time as cryptocurrency becomes more popular. The difficulty is no w so high that most people cannot afford the hardware required to have a chance at mining a block. Today, most miners get together in what are called mining pools to distribute the work needed to mine a block. They then share the reward. With block 632874 [. . .] the expected cu mulative work in the Bitcoin blockchain surpassed 292 double-SHA256 hashes. —Pieter Wuille (2020, http:/ /mng.bz/aZNJ ) To understand why forks are disruptive, le t’s imagine the following scenario. Alice buys a bottle of wine from you, and you’ ve been waiting for her to send you the 5 BTCs she has in her account. Finally, you observe a new block at height 10 (mean- ing 10 blocks after genesis) that include s her transaction. Being cautious, you decide to wait for 6 more blocks to be added on top of that. After waiting for a while, you finally see a block at height 16 that extends the chain containing your block at height 10. You send the bottle of wi ne to Alice and call it a day. But this is not the end of the story. Later, a block at height 30 appears out of nowhere, extending a different block- chain that branched out just a block before yours (at height 9). Because the new chain is longer, it ends up being accepted by ev eryone as the legitimate chain. The previ- ous chain you were on (starting from your block at height 10) gets discarded, andFigure 12.6 A fork in the blockchain: two miners publish a valid block at height 3 (meaning 3 blocks after genesis). Later, another miner mines a block at height 4 that points to the second block at height 3. As the second fork is now longer, it is the valid fork that miners should continue to extend. Note that arrows coming out of a block point to the parent block (the block they extend).Correct chain Licensed to Jieren Chen <jieren@lychee.ai>",608
Page 294,"265 How does Bitcoin work? participants in the network simply reorgani ze their chain to now point to the new lon- gest one. And as you can guess, this ne w chain doesn’t has any block that includes Alice’s transaction. Instead, it includes a tr ansaction moving all of her funds to another address, preventing you from republishing the original transaction that moved her funds to your addre ss. Alice effectively double spent her money. This is a 51% attack . The name comes from the amount of computation power Alice needed to perform the attack; she needed just a bi t more than everyone else. (https:/ /crypto51.app has an interesting table that li sts the cost of performing a 51% attack on different cryptocu rrencies based on PoW.) This is not just a theoretical attack! 51% attacks happen in the real worl d. For example, in 2018, an attacker man- aged to double-spend a numb er of funds in a 51% attack on the Vertcoin currency. The attacker essentially rewrote part of th e ledger’s history and then, using their dominant hashing power to produce the longest chain, convinced the rest of the miners to validate this new version of the blockchain. With that, he or she could commit the ultimate crypto crime: a double-spend of prio r transactions, leaving earlier payees holding invalidated coins. —Michael J. Casey (“Vertcoin’s Struggle Is Real: Why the Latest Crypto 51% Attack Matters,” 2018) In 2019, the same thing happened to Ethere um Classic (a variant of Ethereum), caus- ing losses of more than $1 million at the time with several re organizations of more than 100 blocks of depth. In 2020, Bitcoin Gold (a variant of Bitcoin) also suffered from a 51% attack, removing 29 blocks from the cryptocurrency’s history and double- spending more than $70,000 in less than two days. 12.2.4 Reducing a block’s size by using Merkle trees One last interesting aspect of Bitcoin that I want to talk about is how it compresses some of the information avai lable. A block in Bitcoin actually does not contain any transactions! Transactions are shared separa tely, and instead, a block contains a single digest that authenticates a list of transactions. That digest could simply be the hash of all the transactions cont ained in the block, but it’s a bi t more clever than that. Instead, the digest is the root of a Merkle tree . What’s a Merkle tree? Simply put, it’s a tree (data structure) where internal nodes are hashes of their children. This might be a tad confusing, and a picture is worth a thousand words, so check out figure 12.7. Merkle trees are useful structures, and you will find them in all types of real world protocols. They can compress a large amount of data into a small, fixed-size value— the root of the tree. Not only that, you do not necessarily need all the leaves to recon-struct the root. For example, imagine that you know the root of the Merkle tree due to its inclu- sion in a Bitcoin bloc k, and you want to know if a tr ansaction (a leaf in the tree) is included in the block. If it is in the tree, wh at I can do is to share with you the neighbor Licensed to Jieren Chen <jieren@lychee.ai>",747
Page 295,"266 CHAPTER 12 Crypto as in cryptocurrency? nodes in the path up to the root as a membership proof . (A proof that is logarithmic in the depth of the tree in size.) What’s left for you is to compute the internal nodes up to the root of the tree by hashing each pair in the path. It’s a bit complicated to explain this in writing, so I illustrate the proof in figure 12.8.Figure 12.7 A Merkle tree, a data structure that authent icates the elements in its leaves. In the tree, an internal node is the hash of its children. The root has h can be used to authenticate the whole structure. In the diagram, H() represents a hash function, and the comma-separated inputs can be implemented as a concatenation (as long as there is no ambiguity). The hash of the concatenation of A and B Figure 12.8 Knowing the root of a Merkle tree, one can verify that a leaf belongs to the tree by reconstructing the root hash from all the leaves. To do this, you would need all the leaves in the first place, which in our diag ram is 8 digests (assuming leaves are the hashes of some object). There’s a more efficient way to construct a proof of membership if you don’t need all the other leaves: you only need the neighbor nodes in the path from the leaf to the root, which is 4 digests incl uding your leaf. A verifier can then use these neighbor nodes to compute the hash of all the mi ssing nodes in the path to the root until they reconstruct the root hash and see if it matches what they were expecting.1. for theProof of membership leaf with knowledge of the root2. Using the neighbor nodes veriﬁes if it leads to the root. Licensed to Jieren Chen <jieren@lychee.ai>",407
Page 296,"267 A tour of cryptocurrencies The reason for using Merkle trees in a block instead of listing all transactions directly is to lighten the information that needs to be downloaded in order to perform simple queries on the blockchain. Fo r example, imagine that you want to check that your recent transaction is included in a block without having to download the whole his- tory of the Bitcoin blockchain. What you can do is to only download the block head- ers, which are lighter as they do not contai n the transactions, and once you have that, ask a peer to tell you which block included yo ur transaction. If th ere is such a block, they should be able to provide you with a proof that your transaction is in the tree authenticated by the digest you have in the block header. There’s a lot more to be said about Bitcoi n, but there’s only so many pages left in this book. Instead, I will use the remaining sp ace in this chapter to give you a tour of the field and to explain how the clas sical BFT consensus protocols work. 12.3 A tour of cryptocurrencies Bitcoin is the first succe ssful cryptocurrency and has remained the cryptocurrency with the largest market share and value in spite of hundreds of other cryptocurrencies being created. What’s interesting is that Bi tcoin had, and still has, many issues that other cryptocurrencies have attempted to ta ckle (and some with success). Even more interesting, the cryptocurrency field has ma de use of many cryptographic primitives that until now did not have many practical a pplications or did not even exist! So with- out further ado, the following sections list th e issues that have been researched since the advent of Bitcoin. 12.3.1 Volatility Most people currently use cryptocurrencies as speculation vehicles. The price of Bit- coin obviously helps that story as it has show n that it can easily move thousands of dol- lars up or down in a single day. Some pe ople claim that the st ability will come over time, but the fact remains that Bitcoin is not usable as a currency nowadays. Other cryptocurrencies have experime nted with the concept of stablecoin , by tying the price of their token to an existing fiat currency (like the US dollar). 12.3.2 Latency You can measure the efficiency of a cryptocurrency in many ways. The throughput of a cryptocurrency is the number of transactio ns per second that it can process. Bit- coin’s throughput, for example, is quite low with only 7 transactions per second. On the other hand, finality is the time it takes for your transaction to be considered finalized once it is included in the blockchain. Due to forks, Bitcoin’s finality is never completely achieved. It is considered that at least one hour after a transac- tion is included in a new block, the probability of the transaction getting reverted becomes acceptable. Both numbers greatly impact the latency , which is the amount of time it takes for a transaction to be fi nalized from the point of view of the user. Licensed to Jieren Chen <jieren@lychee.ai>",653
Page 297,"268 CHAPTER 12 Crypto as in cryptocurrency? In Bitcoin, latency includes the creation of the transaction, the time it takes to propagate it through the network, the time it takes for it to get included in a block, and finally, the wait time for the block to be confirmed. The solution to these speed issues can be solved by BFT protocols, which usually provide finality of mere seconds with an in surance that no forks are possible, as well as throughput in the order of thousands of tr ansactions per second. Yet, this is some- times still not enough, and different tec hnologies are being explored. So-called layer 2 protocols attempt to provide additional solution s that can enact faster payments off- chain while saving progress pe riodically on the main bloc kchain (referred to as the layer 1 in comparison). 12.3.3 Blockchain size Another common prob lem with Bitcoin and other cryptocurrencies is that the size of the blockchain can quickly grow to impractical sizes. This creates usability issues when users who want to use the cryptocurrency (f or example, to query their account’s bal- ance) are expected to first download the enti re chain in order to interact with the net- work. BFT-based cryptocurrencies that proc ess a large number of transactions per second are expected to easily reach teraby tes of data within months or even weeks. Several attempts exist for solving this. One of the most interesting ones is Mina, which doesn’t require you to download the whole history of the blockchain in order to get to the latest state. Instead, Mina uses zero-knowledge proofs (ZKPs), mentio ned in chapter 7 and that I’ll cover more in depth in chapter 15, to compress all the hi story into a fixed-size 11 KB proof. This is especially useful for lighter clients like mobile phones that usually have to trust third- party servers in order to query the blockchain. 12.3.4 Confidentiality Bitcoin provides pseudo-anonymity in that accounts are only tied to public keys. As long as nobody can tie a public key to a person, the associated account remains anony-mous. Remember that all the transactions fr om and to that account are publicly avail- able, and social graphs can still be created in order to understand who tends to trade more often with whom, and who owns how much of the currency. There are many cryptocurrencies that at tempt to solve these issues using ZKPs or other techniques. Zcash is one of the most well-known confidential cryptocurrencies as its transactions can encrypt the sender ad dress, receiver addr ess, and the amount being transacted. All of that using ZKPs! 12.3.5 Energy efficiency Bitcoin has been criticized heavily for be ing too consuming in terms of electricity. Indeed, the University of Ca mbridge recently evaluated that all of the energy spent mining BTCs brings Bitcoin to the top 30 energy users in the world (if seen as a country), consuming more energy in a year than a country like Argentina (February Licensed to Jieren Chen <jieren@lychee.ai>",648
Page 298,"269 DiemBFT: A Byzantine fault-tolerant (BFT) consensus protocol 2021; https:/ /cbeci.org/ ). BFT protocols on the other hand do not rely on PoW and so avoid this heavy overhead. This is most certainly why any modern cryptocurrency seems to avoid a consensus based on PoW, and even important PoW-based crypto- currencies like Ethereum have announced plans to move towards greener consensus protocols. Before going to the next chapter, let’s take a look at these cryptocurrencies based on BFT consensus protocols. 12.4 DiemBFT: A Byzantine fault-tolerant (BFT) consensus protocol Many modern cryptocurrencies have ditched the PoW aspect of Bitcoin for greener and more efficient consensus protocols. Mo st of these consensus protocols are based on classical BFT consensus pr otocols, which are mostly variants of the original PBFT protocol. In this last section, I will use Diem to illustrate such BFT protocols. Diem (previously called Libra) is a digita l currency initially announced by Facebook in 2019, and governed by the Diem Association, an organization of companies, univer- sities, and nonprofits looking to push fo r an open and global payment network. One particularity of Diem is that it is backed by real money, using a re serve of fiat curren- cies. This allows the digital currency to be stable unlike its older cousin Bitcoin. To run the payment network in a secure an d open manner, a BFT consensus protocol called DiemBFT is used, which is a variant of HotStuff. In this section, let’s see how DiemBFT works. 12.4.1 Safety and liveness: The two properties of a BFT consensus protocol A BFT consensus protocol is meant to achiev e two properties, even in the presence of a tolerated percentage of malicious pa rticipants. These properties include Safety —No contradicting states can be agre ed on, meaning that forks are not supposed to happen (or happen wi th a negligible probability). Liveness —When people submit transactions, the state will eventually end up processing them. In other words, nobod y can stop the protocol from doing its thing. Note that a participant is generally seen as malicious (also called byzantine ) if they do not behave according to the protocol. This could mean that they’re not doing any- thing, or that they’re not following the step s of the protocol in the correct order, or that they’re not respecting some mandatory rule meant to ensure that there is no fork, and so on. It’s usually quite straightforward for BF T consensus protocols to achieve safety, while liveness is known to be more difficul t. Indeed, there’s a we ll-known impossibility result from Fischer, Lync, and Paterson (“Impossibility of dist ributed consensus with one faulty process”) dating from 1985 and linked to BFT protocols that states that Licensed to Jieren Chen <jieren@lychee.ai>",655
Page 299,"270 CHAPTER 12 Crypto as in cryptocurrency? no deterministic consensus protocol can tolerate failures in an asynchronous network (where messages can take as much time as they want to arrive). Most BFT protocols avoid this impossibility result by considering the network somewhat synchronous (and indeed, no protocol is useful if your netw ork goes down for a long period of time) or by introducing randomne ss in the algorithm. For this reason, DiemBFT never forks, even under extreme network conditions. In addition, it always makes progress even wh en there’s network partitions where differ- ent parts of the network can’t reach other part s of the network, as long as the network ends up healing and stabilizing for a long enough period. 12.4.2 A round in the DiemBFT protocol Diem runs in a permissioned setting where participants (called validators ) are known in advance. The protocol advances in strictly increasing rounds (round 1, 2, 3, etc.), during which validators take turn s to propose blocks of transactions. In each round 1The validator that is chosen to lead (deterministically) co llects a number of transactions, groups them into a ne w block extending th e blockchain, then signs the block and sends it to all other validators. 2Upon receiving the proposed block, other validators can vote to certify it by signing it and sending the signature to the leader of the next round. 3If the leader of the next round receives enough votes for that block, they can bundle all of them in what is called a quorum certificate (QC), which certifies the block, and use the QC to propose a ne w block (in the next round) extending the now certified block. Another way to look at this is that whereas in Bitcoin a block only contains the hash of the block it extends, in Diem BFT, a block also contains a number of signatures over that hash. (The number of signatures is important, but more on that later.) Note that if validators do not see a pr oposal during a round (because the leader is AFK, for example), they can timeout and warn other validators that nothing hap- pened. In this case, the next round is tr iggered and the proposer can extend whatever is the highest certified block that they have seen. I recap this in figure 12.9. 12.4.3 How much dishonesty can the protocol tolerate? Let’s imagine that we want to be able to tolerate f malicious validators at most (even if they all collude), then DiemBFT says that there needs to be at least 3 f + 1 validators to participate in the protocol (in other words, for f malicious validators there needs to be at least 2 f + 1 honest validators). As long as th is assumption is true, the protocol pro- vides safety and liveness. Licensed to Jieren Chen <jieren@lychee.ai>",624
Page 300,"271 DiemBFT: A Byzantine fault-tolerant (BFT) consensus protocol With that in mind, QCs can only be formed with a majority of honest validators’ votes, which is 2 f + 1 signatures if there are 3 f + 1 participants. These numbers can be a bit hard to visualize, so I show how they impact confidence in the votes we observe in fig- ure 12.10. 12.4.4 The DiemBFT rules of voting Validators must follow two voting rules at all times, without which, they are consid- ered byzantine: 1They can’t vote in the past (for example, if you just finished voting in round 3, you can only vote in round 4 and above). 2They can only vote for a block extending a block at their preferred round orhigher. What’s a preferred round ? By default, it is 0, but if you vote for a block that extends a block that extends a block (and by that I mean you voted for a block that has aFigure 12.9 Each round of DiemBFT starts with the designated leader proposing a block that extends the last one they’ve seen. Other validators can then vote on this block by sending their vote to the next round’s leader. If the next round’s leader gathers enough votes to form a quorum certificate (QC), they can propose a new block containing the QC, effectiv ely extending the previously seen block.1. A validator who is elected for a round can sign and broadcast a . block of transactions2. Other validators can then vote for that block by a message and sending it to thesigning next proposer . 3. If are gathered the nextenough votes proposer proposes a block carrying them, certifying the block voted on.4. If the round times out and not enough votes are observed, the next proposer extends the certiﬁed block highest round in the they have seen. Licensed to Jieren Chen <jieren@lychee.ai>",439
Page 301,"272 CHAPTER 12 Crypto as in cryptocurrency? grandparent block), then that grandparen t block’s round becomes your preferred round unless your previous preferred roun d was higher. Complicated? I know, that’s why I made figure 12.11. Figure 12.10 In the DiemBFT protocol, at least two thirds of the validators must be honest for the protocol to be safe (it won’t fork) and live (it will make progress). In other words, the protocol can tolerate f dishonest validators if at least 2 f + 1 validators are honest. A certified block has received at least 2 f + 1 votes as it is the lowest number of votes that can represent a majority of honest validators.Iff+1have voted for a block, thenat least one honest node voted. .Iffhave voted for a block, then they could be all malicious votes . If (a quorum ) have voted for a block, thenat least + honest 1f nodes voted. .If3+1f have voted for a block, theneverybody has voted.2+1f Figure 12.11 After voting for a block, a va lidator sets their preferred round to the round of the grandparent block if it is higher than their current preferred round. To vote on a block, its parent block must have a round greater or equal to the preferred round.If I vote for the block at round 6, my becomes round 3. preferred round Then I for the block at round 7, but I for the block at round 8. cannot vote can vote Licensed to Jieren Chen <jieren@lychee.ai>",351
Page 302,"273 DiemBFT: A Byzantine fault-tolerant (BFT) consensus protocol 12.4.5 When are transactions considered finalized? Note that blocks that are certified are not finalized ye t, or as we also say, committed . Nobody should assume that the transactions contained in the pending blocks won’t be reverted. Blocks and the transactions they contain can only be considered finalized once the commit rule is triggered. The commit rule (i llustrated in figure 12.12) says that a block and all the pending bloc ks it extends be come committed if: The block starts a chain of 3 blocks that are proposed in contiguous rounds (for example, in round 1, 2, and 3). The last block of the 3-block chain become certified. And this is all there is to the protocol at a high level. But, of course, once again, the devil is in the details. 12.4.6 The intuitions behind the safety of DiemBFT While I encourage you to read the one-page safety proof on the DiemBFT paper, I want to use a couple pages here to give you an intuition on why it works. First, wenotice that two different blocks cannot be ce rtified during the same round. This is an important property, which I expl ain visually in figure 12.13. Figure 12.12 Three contiguous rounds (3, 4, 5) happen to have a chain of certified blocks. Any vali dator observing the certification of the last block in round 5 by the QC of round 9 can commit the first block of the chain at round 3, as well as all of its ancestors (here the block of round 1). An y contradicting branches (for example, the block of round 2) get dropped. Licensed to Jieren Chen <jieren@lychee.ai>",394
Page 303,"274 CHAPTER 12 Crypto as in cryptocurrency? Using the property that only one block can get certified at a given round, we can sim- plify how we talk about blocks: block 3 is at round 3, block 6 is at round 6, and so on. Now, take a look at figure 12.14 and take a moment to figure out why a certified block,Figure 12.13 Assuming that there can only be up to f malicious validators in a protocol of 3 f + 1 validators, and that a quorum certificate is created from 2 f + 1 signed votes, then there can only be one certified block per round. The diagram shows a proof by contradiction , a proof that this cannot be because then it would contradict our initial assumptions.1. Imagine, two proposals contradicting have reached a of votes (2 + quorum f1.)2. Remember, there’s only 3 + validators, f1 some validators have broken the rules . 3. At least + validators have voted f1 for both proposals.4. Since there is only malicious validators, f one honest validator broke the rules— ! absurd Figure 12.14 In all these scenarios, committing block 5 could lead to a fork. Only in scenario number 4 is committing block 5 safe. Can you tell why it is dangerous to commit block 5 in all scenarios but 4? Licensed to Jieren Chen <jieren@lychee.ai>",301
Page 304,"275 Summary or two certified blocks, or three certified blocks at noncontiguous rounds cannot lead to a commit without risking a fork. Did you manage to find out answers for al l the scenarios? The short answer is that all scenarios, with the exception of the la st one, leave room for a block to extend round 1. This late block effectively branches out and can be further extended according to the rules of the consensus protocol. If this happens, block 5 and other blocks extending it will get dropped as another earlier branch gets committed. For scenar- ios 1 and 2, this can be due to the propos er not seeing the previous blocks. In sce- nario 3, an earlier block could appear la ter than expected, perhaps due to network delays, or worse, due to a validator withho lding it up to the right moment. I explain this further in figure 12.15. Summary Cryptocurrencies are about decentralizi ng a payment network to avoid a single point of failure. To have everyone agree on the state of a cryptocurrency, we can use consen- sus algorithms. Byzantine fault-tolerant (BFT) consensus protocols were invented in 1982 and have evolved to become faster and simpler to understand. BFT consensus protocols need a known an d fixed set of participants to work (permissioned network). Such protocols ca n decide who is part of this partici- pant set (proof of authority or PoA) or dynamically elect the participant set based on the amount of currency th ey hold (proof of stake or PoS).Figure 12.15 Building on figure 12.14, all scenarios except the last one allow for a parallel chain that can eventually win and discard the branch of block 5. The la st scenario has a chain of three certified blocks in contiguous rounds. This means that block 7 has had a ma jority of honest voters, who, in turn, updated their preferred round to round 5. After that, no block can br anch out before block 5 and obtain a QC at the same time. The worst that can happen is that a block extends block 5 or block 6, which will eventually lead to the same outcome—block 5 is committed. Licensed to Jieren Chen <jieren@lychee.ai>",482
Page 305,"276 CHAPTER 12 Crypto as in cryptocurrency? Bitcoin’s consensus algorithm (the Naka moto consensus) uses proof of work (PoW) to validate the correct chain and to allow anyone to participate (permis- sionless network). Bitcoin’s PoW has participants (called mi ners) compute a lot of hashes in order to find some with specific prefixes. Succ essfully finding a valid digest allows a miner to decide on the next block of tr ansaction and collect a reward as well as transaction fees. Accounts in Bitcoin are simply ECDSA key pairs using the secp256k1 curve. A user knows how much BTCs their accoun t holds by looking at all transaction outputs that have not yet been spent (U TXOs). A transaction is, thus, a signed message authorizing the movement of a number of older transaction outputs to new outputs, spendable to different public keys. Bitcoin uses Merkle trees to compress th e size of a block an d allow verification of transaction inclusion to be small in size. Stablecoins are cryptocurrencies that attempt to stabilize their values, most often by pegging their token to the valu e of a fiat currency like the US dollar. Cryptocurrencies use so-called layer 2 protocols in order to decrease their latency by processing transactions off-chain and saving progress on-chain periodically. Zero-knowledge proofs (ZKPs) are used in many different blockchain applica- tions (for example, in Zcash to provide confidentiality and in Mina to compress the whole blockchain to a short proof of validity). Diem is a stablecoin that uses a BFT consensus protocol called DiemBFT. It remains both safe (no forks) and live (p rogress is always made) as long as no more than f malicious participants exist out of 3 f + 1 participants. DiemBFT works by having rounds in which a participant proposes a block of transactions extending a pr evious block. Other participants can then vote for the block, potentially creating a quorum certificate (QC) if enough votes are gathered (2 f + 1 ). In DiemBFT, blocks and their transactions are finalized when the commit rule (a chain of 3 certified blocks at contiguo us rounds) is triggered. When this hap- pens, the first block of the chain and the blocks it exte nds are committed. Licensed to Jieren Chen <jieren@lychee.ai>",543
Page 306,"277Hardware cryptography Cryptographic primitives and protocols ar e often described as isolated building blocks as if they were running in a galaxy far, far away from any adversary. In prac- tice, this is an unrealistic assumption that has often proven wrong. In the real world, cryptography runs in all kinds of environments and is subject to all sorts of threats. In this chapter, we’ll lo ok at the more extreme scenarios— the highly adver- sarial environments —and what you can do to protect your keys and your data in these situations. (Spoiler alert: it involves using specialized hardware.) This chapter covers Cryptography issues in highly adversarial environments Hardware solutions to increase the attacker’s cost Side-channel attacks and software mitigations Licensed to Jieren Chen <jieren@lychee.ai>",183
Page 307,"278 CHAPTER 13 Hardware cryptography 13.1 Modern cryptograp hy attacker model Present-day computer and network security star ts with the assumption that there is a domain that we can trust. For example: if we encrypt data for transport over the Internet, we generally assume the computer that’s do ing the encrypting is not compromised and that there’s some other “endpoint” at which it can be safely decrypted. —Joanna Rutkowska (“Intel x86 considered harmful,” 2015) Cryptography used to be about “Alice want s to encrypt a message to Bob without Eve being able to intercept it.” Today, a lot of it has moved to something more like “Alice wants to encrypt a message to Bob, but Alic e has been compromised.” It’s a totally dif- ferent attacker model, which is often not anticipated for in theoretical cryptography. What do I mean by this? Let me give you some examples: Using your credit card on an automated teller machine (ATM) that might be augmented with a skimmer , which is a device that a th ief can place on top of the card reader in order to copy the conten t of your bank card (see figure 13.1) Downloading an application on your mo bile phone that compromises the oper- ating system (OS) Hosting a web server in a shared web-ho sting service, where another malicious customer might be sharing the same machine as you Managing highly sensitive secrets in a data center that gets visited by spies from a different country All of these examples are a modern use of cryptography in a threat model that many cryptographers ignore or are totally unaw are of. Indeed, most of the cryptographic primitives that you read about in the literatur e will just assume th at Alice, for example, has total control of her exec ution environment, and only when ciphertext (or a signa- ture or a public key or . . .) leaves her computer to go over the network will man-in-the-middle (MITM) attackers be able to pe rform their tricks. But, in reality and in these modern times, we often use cryptogr aphy in much more adversarial models. Figure 13.1 A skimmer, a malicious device that can be placed in front of ATM or payment terminal card readers in order to copy data contained in the card magnetic stripe. The magnetic stripe usually contains the account number, the expiration date, and other metadata that’s used by you to pay online or in a number of payment terminals. Skimmers are sometimes accompanied with a hidden camera to obtain your PIN as well, potentially enabling the thief to use ATM withdrawals and payment terminals enforcing PIN entry. Licensed to Jieren Chen <jieren@lychee.ai>",605
Page 308,"279 Untrusted environments: Hardware to the rescue WARNING Security is, after all, a product of your assumptions and what you expect of a potential attack er. If your assumptions ar e wrong, you’re in for a bad time. How do real-world applications reconcile theoretical cryptography with these more powerful attackers? They make compromises . In other words, they try to make the attackers’ lives more difficul t. The security of such syst ems is often calculated in cost (how much does the attacker have to spen d to break the system?) rather than compu- tational complexity. A lot of what you’ll learn in this chapter will be imperfect cryptography, which in the real world, we call defense in depth . There’s a lot to learn, and this chapter comes with lots of new acronyms and different solution s that different vendors and their market- ing teams and sales people have come up with. So let’s get started and learn about trusted systems in untrusted environments. 13.2 Untrusted environments : Hardware to the rescue There are different ways to attack a system in practice. One way to categorize them is to think: Software attacks —Attacks that leverage code run on your device Hardware attacks —Attacks that require the advers ary to be physically close to your device While I already talked repeat edly about software attacks th at target cryptography and how to mitigate them in previous chapters , there are some software attacks that are easier to defend if you leverage hardware solutions. For example, by generating and using cryptographic keys on a separate devi ce connected to your computer, a virus hit- ting your computer wouldn’t be able to extract the keys. Hardware attacks, however, are more tr icky because attackers who get access to a device can pretty much do anything they want: data on disk can be arbitrarily modi- fied, lasers can be shot on targeted places to force a co mputation to produce an erro- neous value (so-called fault attacks ), chips can be opened to reveal their parts, focused ion beam (FIB) microscopes can be used to reverse-engineer components, and so on. The sky’s the limit, and it is hard to protect against such motivated attackers. Typically, the different solutions available boil down to adding as many layers of defenses as you can in an attempt to make the attacker’s life much more difficult. It is all about raisingthe costs! Evil maid attacks Not all hardware attackers are the same. For example, some attackers are able to spend some quality time with your devices, while others might have a limited amount of time. Imagine the following scenario: you leave your phone or laptop unattendedin your hotel room, and a “malicious” maid comes in, opens the device, uses a low- budget, off-the-shelf tool to modify the system, and then leaves the device appearing Licensed to Jieren Chen <jieren@lychee.ai>",636
Page 309,"280 CHAPTER 13 Hardware cryptography Of course, all systems don’t necessarily ne ed to defend against the most powerful hardware attacks, and not all applications de al with the same level of threat. Different hardware solutions exist for different contex ts, so the rest of this section is about understanding the difference s between “such and such.” 13.2.1 White box cryptography, a bad idea Before getting into hardware solutions fo r untrusted environments, why not use soft- ware solutions? Can cryptography provide primitives that do not leak their own keys? White box cryptography is exactly this: a field of cryp tography that attempts to scram- ble a cryptographic implementation with th e key it uses. The goal is to prevent extraction of the key from observers. The attacker obtains the source code of some white box AES implementation with a fixed key, and it encrypts and decrypts just fine, but the key is mixed so well with the implemen tation that it is too hard for anyone to extract it from the algorithm. That’s the t h e o r y a t l e a s t . I n p r a c t i c e , n o p u b l i s h e d white box crypto algorithm has been found to be secure, and mo st commercial solu- tions are closed-sourc e due to this fact. NOTE Security through obscurity and obfuscation (scrambling code to make it look unintelligible) are techniques th at are generally frowned on as they haven’t been proven to work effectivel y. That being said, in the real world, these techniques sometimes have their place and can be used to delay and frustrate adversaries. All in all, white box cryptography is a big in dustry that sells dubi ous products to busi- nesses in need of digital rights management (DRM) solutions (tools that control how much access a customer can get to a produc t they bought). For example, you can find these white-box solutions in the hardware th at plays movies you bought in a store or in the software that plays movies you are watchi ng on a streaming serv ice. In reality, DRM does not strongly prevent these attacks; it just makes the life of their customers more difficult. On a more serious note, ther e is a branch of cryptography called indistin- guishability obfuscation (iO) that attempts to do this cryptographically. iO is a theoreti- cal, impractical, and so far, not-a-really-proven field of research. We’ll see how that one goes, but I wouldn’t hold my breath. (continued) untouched where it was found before you get back to your room. In the literature, this is known as an evil maid attack and can be generalized for many situations (for exam- ple, carrying devices in chec k-in luggages while flying, st oring sensitive keys in an insecure data center, and so forth). Licensed to Jieren Chen <jieren@lychee.ai>",647
Page 310,"281 Untrusted environments: Hardware to the rescue 13.2.2 They’re in your wallet: Smart cards and secure elements White box cryptography is not great, but that’s pretty mu ch the best software solution for defending against powerful adversaries. So let’s turn to the hardware side for solu- tions. (Spoiler alert: things are about to get much more complicated and confusing.) If you thought that real-world cryptograp hy was messy and that there were too many standards or ways to do the same thing, wait until you read what’s going on in thehardware world. Different terms have been made up and used in different ways, and standards have, unfortunately, proliferated as much as (if not more than) cryptogra- phy standards. To understand what all of these hardwa re solutions are and how they differ from one another, let’s start with some necessary history. Smart cards are small chips usually seen packaged inside plastic cards (like ba nk cards) and were invented in the early 1970s following advances in microelectronics. Smart cards started out as a practical way to get everyone a pocket computer! In deed, a modern smart card embeds its own CPU, different types of programmable or non-programmable memory (ROM, RAM, and EEPROM), inputs and outputs, a hardware random number generator (also called TRNG as you learned in chapter 8), and so on. They’re “smart” in the sense that they can run programs, unlike the not-so-smart cards that could only store data via a magnetic stripe, which could be easily copied via the skimmers I talked about previously. Most smart cards allow developers to write small, contained applications that ca n run on the card. The most popular stan- dard supported by smart cards is JavaCard , which allows developers to write Java-like applications. To use a smart card, you first need to activate it by inserting it into a card reader. More recently, cards have been augmen ted with the Near Field Communication (NFC) protocol to achieve the same result vi a radio frequencies. This allows you to use the card by getting close to a card reader , as opposed to physically touching it. Banks and legacy cryptography By the way, banks make use of smart cards to store a unique per-card secret that’s capable of saying, “I am indeed the card th at you gave to this customer.” Intuitively, you might think that this is implemented via public key cryptography, but the bankingindustry is still stuck in th e past and uses symmetric cr yptography (due to the vast amount of legacy software and hardware still in use)! More specifically, most bank card stores a triple-DES (3DES) symmetric key, an old 64-bit block cipher that seeks to make the insecure Data Encryption Standard (DES)secure. The algorithm is used not to encr ypt, but to produce a MAC (message authen- tication code) over some challenge. The bank who holds every customer’s current 3DES symmetric key can verify the MAC. This is an excellent example of what real-world cryptography is often about: legacy al gorithms used all over the place in a risky way. (And this is also why key rotation is such an important concept and why you have to change your bank cards periodically.) Licensed to Jieren Chen <jieren@lychee.ai>",730
